Transition Profile during evaluationwithout reward shaping:
Q-table shape: (10, 5, 6, 7, 3)
State choice: ['storage_level', 'price', 'hour', 'Day_of_Week']
State: [120.    33.95  22.   145.  ], Action: 0, Reward: -0.0, Next state: [120.    32.99  23.   145.  ]
State: [120.    32.99  23.   145.  ], Action: 0, Reward: -0.0, Next state: [120.    27.35  24.   145.  ]
State: [120.    27.35  24.   145.  ], Action: 0, Reward: -0.0, Next state: [  0.    25.33   1.   146.  ]
State: [  0.    25.33   1.   146.  ], Action: 0, Reward: -0.0, Next state: [  0.    23.08   2.   146.  ]
State: [  0.    23.08   2.   146.  ], Action: 0, Reward: -0.0, Next state: [  0.    21.34   3.   146.  ]
State: [  0.    21.34   3.   146.  ], Action: 0, Reward: -0.0, Next state: [  0.    18.92   4.   146.  ]
State: [  0.    18.92   4.   146.  ], Action: 0, Reward: -0.0, Next state: [  0.    17.26   5.   146.  ]
State: [  0.    17.26   5.   146.  ], Action: 0, Reward: -0.0, Next state: [  0.    10.95   6.   146.  ]
State: [  0.    10.95   6.   146.  ], Action: 1, Reward: -109.5, Next state: [ 10.   16.9   7.  146. ]
State: [ 10.   16.9   7.  146. ], Action: 1, Reward: -169.0, Next state: [ 20.    19.96   8.   146.  ]
State: [ 20.    19.96   8.   146.  ], Action: 1, Reward: -199.60000000000002, Next state: [ 30.    26.92   9.   146.  ]
State: [ 30.    26.92   9.   146.  ], Action: 1, Reward: -269.20000000000005, Next state: [ 40.    31.04  10.   146.  ]
State: [ 40.    31.04  10.   146.  ], Action: 2, Reward: -310.4, Next state: [ 50.    32.91  11.   146.  ]
State: [ 50.    32.91  11.   146.  ], Action: 2, Reward: -329.09999999999997, Next state: [ 60.    36.97  12.   146.  ]
State: [ 60.    36.97  12.   146.  ], Action: 1, Reward: -369.7, Next state: [ 70.    35.97  13.   146.  ]
State: [ 70.    35.97  13.   146.  ], Action: 1, Reward: -359.7, Next state: [ 80.    32.92  14.   146.  ]
State: [ 80.    32.92  14.   146.  ], Action: 1, Reward: -329.20000000000005, Next state: [ 90.    30.91  15.   146.  ]
State: [ 90.    30.91  15.   146.  ], Action: 1, Reward: -309.1, Next state: [100.    28.01  16.   146.  ]
State: [100.    28.01  16.   146.  ], Action: 1, Reward: -280.1, Next state: [110.    25.02  17.   146.  ]
State: [110.    25.02  17.   146.  ], Action: 1, Reward: -250.2, Next state: [120.   25.1  18.  146. ]
State: [120.   25.1  18.  146. ], Action: 0, Reward: -0.0, Next state: [120.    26.57  19.   146.  ]
State: [120.    26.57  19.   146.  ], Action: 0, Reward: -0.0, Next state: [120.   24.9  20.  146. ]
State: [120.   24.9  20.  146. ], Action: 0, Reward: -0.0, Next state: [120.    24.92  21.   146.  ]
State: [120.    24.92  21.   146.  ], Action: 0, Reward: -0.0, Next state: [120.    25.95  22.   146.  ]
State: [120.    25.95  22.   146.  ], Action: 2, Reward: -259.5, Next state: [130.    30.07  23.   146.  ]
State: [130.    30.07  23.   146.  ], Action: 2, Reward: -300.7, Next state: [140.    27.42  24.   146.  ]
State: [140.    27.42  24.   146.  ], Action: 2, Reward: -274.20000000000005, Next state: [ 30.    19.86   1.   147.  ]
State: [ 30.    19.86   1.   147.  ], Action: 0, Reward: -0.0, Next state: [ 30.    16.73   2.   147.  ]
State: [ 30.    16.73   2.   147.  ], Action: 0, Reward: -0.0, Next state: [ 30.    13.12   3.   147.  ]
State: [ 30.    13.12   3.   147.  ], Action: 0, Reward: -0.0, Next state: [ 30.     9.59   4.   147.  ]
State: [ 30.     9.59   4.   147.  ], Action: 0, Reward: -0.0, Next state: [ 30.    12.12   5.   147.  ]
State: [ 30.    12.12   5.   147.  ], Action: 0, Reward: -0.0, Next state: [ 30.  11.   6. 147.]
State: [ 30.  11.   6. 147.], Action: 0, Reward: -0.0, Next state: [ 30.     7.46   7.   147.  ]
State: [ 30.     7.46   7.   147.  ], Action: 0, Reward: -0.0, Next state: [ 30.    12.13   8.   147.  ]
State: [ 30.    12.13   8.   147.  ], Action: 0, Reward: -0.0, Next state: [ 30.    13.38   9.   147.  ]
State: [ 30.    13.38   9.   147.  ], Action: 0, Reward: -0.0, Next state: [ 30.    17.19  10.   147.  ]
State: [ 30.    17.19  10.   147.  ], Action: 2, Reward: -171.9, Next state: [ 40.    18.72  11.   147.  ]
State: [ 40.    18.72  11.   147.  ], Action: 2, Reward: -187.2, Next state: [ 50.    19.94  12.   147.  ]
State: [ 50.    19.94  12.   147.  ], Action: 2, Reward: -199.4, Next state: [ 60.    23.07  13.   147.  ]
State: [ 60.    23.07  13.   147.  ], Action: 1, Reward: -230.7, Next state: [ 70.    19.62  14.   147.  ]
State: [ 70.    19.62  14.   147.  ], Action: 2, Reward: -196.20000000000002, Next state: [ 80.    17.41  15.   147.  ]
State: [ 80.    17.41  15.   147.  ], Action: 2, Reward: -174.1, Next state: [ 90.    15.47  16.   147.  ]
State: [ 90.    15.47  16.   147.  ], Action: 0, Reward: -0.0, Next state: [ 90.    15.87  17.   147.  ]
State: [ 90.    15.87  17.   147.  ], Action: 0, Reward: -0.0, Next state: [ 90.    18.51  18.   147.  ]
State: [ 90.    18.51  18.   147.  ], Action: 2, Reward: -185.10000000000002, Next state: [100.    20.09  19.   147.  ]
State: [100.    20.09  19.   147.  ], Action: 2, Reward: -200.9, Next state: [110.    20.62  20.   147.  ]
State: [110.    20.62  20.   147.  ], Action: 2, Reward: -206.20000000000002, Next state: [120.    20.16  21.   147.  ]
State: [120.    20.16  21.   147.  ], Action: 2, Reward: -201.6, Next state: [130.    21.73  22.   147.  ]
State: [130.    21.73  22.   147.  ], Action: 1, Reward: -217.3, Next state: [140.    28.77  23.   147.  ]
State: [140.    28.77  23.   147.  ], Action: 1, Reward: -287.7, Next state: [150.   22.7  24.  147. ]
State: [150.   22.7  24.  147. ], Action: 0, Reward: -0.0, Next state: [ 30.    14.93   1.   148.  ]
State: [ 30.    14.93   1.   148.  ], Action: 1, Reward: -149.3, Next state: [ 40.    11.02   2.   148.  ]
State: [ 40.    11.02   2.   148.  ], Action: 1, Reward: -110.19999999999999, Next state: [ 50.    10.09   3.   148.  ]
State: [ 50.    10.09   3.   148.  ], Action: 1, Reward: -100.9, Next state: [ 60.     9.17   4.   148.  ]
State: [ 60.     9.17   4.   148.  ], Action: 0, Reward: -0.0, Next state: [ 60.     9.16   5.   148.  ]
State: [ 60.     9.16   5.   148.  ], Action: 0, Reward: -0.0, Next state: [ 60.     8.19   6.   148.  ]
State: [ 60.     8.19   6.   148.  ], Action: 1, Reward: -81.89999999999999, Next state: [ 70.     7.87   7.   148.  ]
State: [ 70.     7.87   7.   148.  ], Action: 1, Reward: -78.7, Next state: [ 80.    11.99   8.   148.  ]
State: [ 80.    11.99   8.   148.  ], Action: 1, Reward: -119.9, Next state: [ 90.    15.27   9.   148.  ]
State: [ 90.    15.27   9.   148.  ], Action: 0, Reward: -0.0, Next state: [ 90.    23.42  10.   148.  ]
State: [ 90.    23.42  10.   148.  ], Action: 0, Reward: -0.0, Next state: [ 90.    26.75  11.   148.  ]
State: [ 90.    26.75  11.   148.  ], Action: 0, Reward: -0.0, Next state: [ 90.    29.95  12.   148.  ]
State: [ 90.    29.95  12.   148.  ], Action: 0, Reward: -0.0, Next state: [ 90.    29.61  13.   148.  ]
State: [ 90.    29.61  13.   148.  ], Action: 0, Reward: -0.0, Next state: [ 90.    25.27  14.   148.  ]
State: [ 90.    25.27  14.   148.  ], Action: 0, Reward: -0.0, Next state: [ 90.    23.09  15.   148.  ]
State: [ 90.    23.09  15.   148.  ], Action: 0, Reward: -0.0, Next state: [ 90.    21.68  16.   148.  ]
State: [ 90.    21.68  16.   148.  ], Action: 0, Reward: -0.0, Next state: [ 90.    21.38  17.   148.  ]
State: [ 90.    21.38  17.   148.  ], Action: 0, Reward: -0.0, Next state: [ 90.   22.1  18.  148. ]
State: [ 90.   22.1  18.  148. ], Action: 2, Reward: -221.0, Next state: [100.    24.63  19.   148.  ]
State: [100.    24.63  19.   148.  ], Action: 2, Reward: -246.29999999999998, Next state: [110.  25.  20. 148.]
State: [110.  25.  20. 148.], Action: 2, Reward: -250.0, Next state: [120.   24.1  21.  148. ]
State: [120.   24.1  21.  148. ], Action: 0, Reward: -0.0, Next state: [120.    25.09  22.   148.  ]
State: [120.    25.09  22.   148.  ], Action: 2, Reward: -250.9, Next state: [130.    28.01  23.   148.  ]
State: [130.    28.01  23.   148.  ], Action: 2, Reward: -280.1, Next state: [140.    22.02  24.   148.  ]
State: [140.    22.02  24.   148.  ], Action: 2, Reward: -220.2, Next state: [ 30.    20.04   1.   149.  ]
State: [ 30.    20.04   1.   149.  ], Action: 2, Reward: -200.39999999999998, Next state: [ 40.    18.03   2.   149.  ]
State: [ 40.    18.03   2.   149.  ], Action: 2, Reward: -180.3, Next state: [ 50.    16.02   3.   149.  ]
State: [ 50.    16.02   3.   149.  ], Action: 2, Reward: -160.2, Next state: [ 60.    10.05   4.   149.  ]
State: [ 60.    10.05   4.   149.  ], Action: 0, Reward: -0.0, Next state: [ 60.    11.09   5.   149.  ]
State: [ 60.    11.09   5.   149.  ], Action: 0, Reward: -0.0, Next state: [ 60.    17.01   6.   149.  ]
State: [ 60.    17.01   6.   149.  ], Action: 2, Reward: -170.10000000000002, Next state: [ 70.    22.71   7.   149.  ]
State: [ 70.    22.71   7.   149.  ], Action: 2, Reward: -227.10000000000002, Next state: [ 80.    37.03   8.   149.  ]
State: [ 80.    37.03   8.   149.  ], Action: 2, Reward: -370.3, Next state: [ 90.    49.84   9.   149.  ]
State: [ 90.    49.84   9.   149.  ], Action: 0, Reward: -0.0, Next state: [ 90.    56.05  10.   149.  ]
State: [ 90.    56.05  10.   149.  ], Action: 0, Reward: -0.0, Next state: [ 90.   62.1  11.  149. ]
State: [ 90.   62.1  11.  149. ], Action: 0, Reward: -0.0, Next state: [ 90.    71.08  12.   149.  ]
State: [ 90.    71.08  12.   149.  ], Action: 0, Reward: -0.0, Next state: [ 90.    57.25  13.   149.  ]
State: [ 90.    57.25  13.   149.  ], Action: 0, Reward: -0.0, Next state: [ 90.   58.1  14.  149. ]
State: [ 90.   58.1  14.  149. ], Action: 0, Reward: -0.0, Next state: [ 90.    53.88  15.   149.  ]
State: [ 90.    53.88  15.   149.  ], Action: 0, Reward: -0.0, Next state: [ 90.    50.13  16.   149.  ]
State: [ 90.    50.13  16.   149.  ], Action: 0, Reward: -0.0, Next state: [ 90.   41.6  17.  149. ]
State: [ 90.   41.6  17.  149. ], Action: 0, Reward: -0.0, Next state: [ 90.    37.08  18.   149.  ]
State: [ 90.    37.08  18.   149.  ], Action: 1, Reward: -370.79999999999995, Next state: [100.  29.  19. 149.]
State: [100.  29.  19. 149.], Action: 1, Reward: -290.0, Next state: [110.  25.  20. 149.]
State: [110.  25.  20. 149.], Action: 1, Reward: -250.0, Next state: [120.    27.04  21.   149.  ]
State: [120.    27.04  21.   149.  ], Action: 0, Reward: -0.0, Next state: [120.    25.09  22.   149.  ]
State: [120.    25.09  22.   149.  ], Action: 1, Reward: -250.9, Next state: [130.    27.24  23.   149.  ]
State: [130.    27.24  23.   149.  ], Action: 1, Reward: -272.4, Next state: [140.    24.03  24.   149.  ]
State: [140.    24.03  24.   149.  ], Action: 1, Reward: -240.3, Next state: [ 30.    23.13   1.   150.  ]
State: [ 30.    23.13   1.   150.  ], Action: 2, Reward: -231.29999999999998, Next state: [ 40.   19.4   2.  150. ]
State: [ 40.   19.4   2.  150. ], Action: 2, Reward: -194.0, Next state: [ 50.  18.   3. 150.]
State: [ 50.  18.   3. 150.], Action: 2, Reward: -180.0, Next state: [ 60.    14.08   4.   150.  ]
State: [ 60.    14.08   4.   150.  ], Action: 0, Reward: -0.0, Next state: [ 60.    12.92   5.   150.  ]
State: [ 60.    12.92   5.   150.  ], Action: 0, Reward: -0.0, Next state: [ 60.  20.   6. 150.]
State: [ 60.  20.   6. 150.], Action: 2, Reward: -200.0, Next state: [ 70.   25.3   7.  150. ]
State: [ 70.   25.3   7.  150. ], Action: 2, Reward: -253.0, Next state: [ 80.  41.   8. 150.]
State: [ 80.  41.   8. 150.], Action: 2, Reward: -410.0, Next state: [ 90.  49.   9. 150.]
State: [ 90.  49.   9. 150.], Action: 0, Reward: -0.0, Next state: [ 90.    54.17  10.   150.  ]
State: [ 90.    54.17  10.   150.  ], Action: 0, Reward: -0.0, Next state: [ 90.    57.26  11.   150.  ]
State: [ 90.    57.26  11.   150.  ], Action: 0, Reward: -0.0, Next state: [ 90.    65.75  12.   150.  ]
State: [ 90.    65.75  12.   150.  ], Action: 0, Reward: -0.0, Next state: [ 90.    63.07  13.   150.  ]
State: [ 90.    63.07  13.   150.  ], Action: 0, Reward: -0.0, Next state: [ 90.    57.07  14.   150.  ]
State: [ 90.    57.07  14.   150.  ], Action: 2, Reward: -570.7, Next state: [100.    55.29  15.   150.  ]
State: [100.    55.29  15.   150.  ], Action: 2, Reward: -552.9, Next state: [110.    48.95  16.   150.  ]
State: [110.    48.95  16.   150.  ], Action: 2, Reward: -489.5, Next state: [120.    45.67  17.   150.  ]
State: [120.    45.67  17.   150.  ], Action: 0, Reward: -0.0, Next state: [120.   42.4  18.  150. ]
State: [120.   42.4  18.  150. ], Action: 0, Reward: -0.0, Next state: [120.  42.  19. 150.]
State: [120.  42.  19. 150.], Action: 0, Reward: -0.0, Next state: [120.    38.06  20.   150.  ]
State: [120.    38.06  20.   150.  ], Action: 0, Reward: -0.0, Next state: [120.  36.  21. 150.]
State: [120.  36.  21. 150.], Action: 0, Reward: -0.0, Next state: [120.    33.24  22.   150.  ]
State: [120.    33.24  22.   150.  ], Action: 2, Reward: -332.40000000000003, Next state: [130.  33.  23. 150.]
State: [130.  33.  23. 150.], Action: 2, Reward: -330.0, Next state: [140.    27.06  24.   150.  ]
State: [140.    27.06  24.   150.  ], Action: 2, Reward: -270.59999999999997, Next state: [ 30.    22.77   1.   151.  ]
State: [ 30.    22.77   1.   151.  ], Action: 2, Reward: -227.7, Next state: [ 40.    19.01   2.   151.  ]
State: [ 40.    19.01   2.   151.  ], Action: 2, Reward: -190.10000000000002, Next state: [ 50.    17.99   3.   151.  ]
State: [ 50.    17.99   3.   151.  ], Action: 2, Reward: -179.89999999999998, Next state: [ 60.    14.99   4.   151.  ]
State: [ 60.    14.99   4.   151.  ], Action: 0, Reward: -0.0, Next state: [ 60.     9.17   5.   151.  ]
State: [ 60.     9.17   5.   151.  ], Action: 0, Reward: -0.0, Next state: [ 60.    18.52   6.   151.  ]
State: [ 60.    18.52   6.   151.  ], Action: 0, Reward: -0.0, Next state: [ 60.    21.57   7.   151.  ]
State: [ 60.    21.57   7.   151.  ], Action: 0, Reward: -0.0, Next state: [ 60.    37.99   8.   151.  ]
State: [ 60.    37.99   8.   151.  ], Action: 0, Reward: -0.0, Next state: [ 60.    43.09   9.   151.  ]
State: [ 60.    43.09   9.   151.  ], Action: 0, Reward: -0.0, Next state: [ 60.    55.85  10.   151.  ]
State: [ 60.    55.85  10.   151.  ], Action: 0, Reward: -0.0, Next state: [ 60.    59.03  11.   151.  ]
State: [ 60.    59.03  11.   151.  ], Action: 0, Reward: -0.0, Next state: [ 60.    63.17  12.   151.  ]
State: [ 60.    63.17  12.   151.  ], Action: 0, Reward: -0.0, Next state: [ 60.  61.  13. 151.]
State: [ 60.  61.  13. 151.], Action: 0, Reward: -0.0, Next state: [ 60.    55.09  14.   151.  ]
State: [ 60.    55.09  14.   151.  ], Action: 1, Reward: -550.9000000000001, Next state: [ 70.    53.08  15.   151.  ]
State: [ 70.    53.08  15.   151.  ], Action: 1, Reward: -530.8, Next state: [ 80.    48.01  16.   151.  ]
State: [ 80.    48.01  16.   151.  ], Action: 1, Reward: -480.09999999999997, Next state: [ 90.    43.01  17.   151.  ]
State: [ 90.    43.01  17.   151.  ], Action: 1, Reward: -430.09999999999997, Next state: [100.    36.03  18.   151.  ]
State: [100.    36.03  18.   151.  ], Action: 1, Reward: -360.3, Next state: [110.    36.04  19.   151.  ]
State: [110.    36.04  19.   151.  ], Action: 1, Reward: -360.4, Next state: [120.    31.02  20.   151.  ]
State: [120.    31.02  20.   151.  ], Action: 0, Reward: -0.0, Next state: [120.    30.91  21.   151.  ]
State: [120.    30.91  21.   151.  ], Action: 0, Reward: -0.0, Next state: [120.    32.53  22.   151.  ]
State: [120.    32.53  22.   151.  ], Action: 2, Reward: -325.3, Next state: [130.    33.02  23.   151.  ]
State: [130.    33.02  23.   151.  ], Action: 2, Reward: -330.20000000000005, Next state: [140.    28.02  24.   151.  ]
State: [140.    28.02  24.   151.  ], Action: 2, Reward: -280.2, Next state: [ 30.    23.86   1.   152.  ]
State: [ 30.    23.86   1.   152.  ], Action: 1, Reward: -238.6, Next state: [ 40.    20.87   2.   152.  ]
State: [ 40.    20.87   2.   152.  ], Action: 1, Reward: -208.70000000000002, Next state: [ 50.    19.01   3.   152.  ]
State: [ 50.    19.01   3.   152.  ], Action: 1, Reward: -190.10000000000002, Next state: [ 60.   16.3   4.  152. ]
State: [ 60.   16.3   4.  152. ], Action: 0, Reward: -0.0, Next state: [ 60.    15.95   5.   152.  ]
State: [ 60.    15.95   5.   152.  ], Action: 0, Reward: -0.0, Next state: [ 60.  20.   6. 152.]
State: [ 60.  20.   6. 152.], Action: 0, Reward: -0.0, Next state: [ 60.   25.1   7.  152. ]
State: [ 60.   25.1   7.  152. ], Action: 0, Reward: -0.0, Next state: [ 60.    39.68   8.   152.  ]
State: [ 60.    39.68   8.   152.  ], Action: 0, Reward: -0.0, Next state: [ 60.  47.   9. 152.]
State: [ 60.  47.   9. 152.], Action: 0, Reward: -0.0, Next state: [ 60.    57.24  10.   152.  ]
State: [ 60.    57.24  10.   152.  ], Action: 1, Reward: -572.4, Next state: [ 70.    54.16  11.   152.  ]
State: [ 70.    54.16  11.   152.  ], Action: 1, Reward: -541.5999999999999, Next state: [ 80.    57.17  12.   152.  ]
State: [ 80.    57.17  12.   152.  ], Action: 1, Reward: -571.7, Next state: [ 90.    50.61  13.   152.  ]
State: [ 90.    50.61  13.   152.  ], Action: 0, Reward: -0.0, Next state: [ 90.    46.36  14.   152.  ]
State: [ 90.    46.36  14.   152.  ], Action: 0, Reward: -0.0, Next state: [ 90.    44.03  15.   152.  ]
State: [ 90.    44.03  15.   152.  ], Action: 0, Reward: -0.0, Next state: [ 90.    40.09  16.   152.  ]
State: [ 90.    40.09  16.   152.  ], Action: 0, Reward: -0.0, Next state: [ 90.    36.87  17.   152.  ]
State: [ 90.    36.87  17.   152.  ], Action: 0, Reward: -0.0, Next state: [ 90.  36.  18. 152.]
State: [ 90.  36.  18. 152.], Action: 2, Reward: -360.0, Next state: [100.    33.55  19.   152.  ]
State: [100.    33.55  19.   152.  ], Action: 2, Reward: -335.5, Next state: [110.    30.35  20.   152.  ]
State: [110.    30.35  20.   152.  ], Action: 2, Reward: -303.5, Next state: [120.    29.94  21.   152.  ]
State: [120.    29.94  21.   152.  ], Action: 0, Reward: -0.0, Next state: [120.    28.87  22.   152.  ]
State: [120.    28.87  22.   152.  ], Action: 0, Reward: -0.0, Next state: [120.  30.  23. 152.]
State: [120.  30.  23. 152.], Action: 0, Reward: -0.0, Next state: [120.    25.08  24.   152.  ]
State: [120.    25.08  24.   152.  ], Action: 0, Reward: -0.0, Next state: [  0.    24.06   1.   153.  ]
State: [  0.    24.06   1.   153.  ], Action: 0, Reward: -0.0, Next state: [  0.    20.06   2.   153.  ]
State: [  0.    20.06   2.   153.  ], Action: 0, Reward: -0.0, Next state: [  0.   18.8   3.  153. ]
State: [  0.   18.8   3.  153. ], Action: 0, Reward: -0.0, Next state: [  0.  17.   4. 153.]
State: [  0.  17.   4. 153.], Action: 0, Reward: -0.0, Next state: [  0.   16.9   5.  153. ]
State: [  0.   16.9   5.  153. ], Action: 0, Reward: -0.0, Next state: [  0.    11.03   6.   153.  ]
State: [  0.    11.03   6.   153.  ], Action: 1, Reward: -110.3, Next state: [ 10.    16.93   7.   153.  ]
State: [ 10.    16.93   7.   153.  ], Action: 1, Reward: -169.3, Next state: [ 20.    18.91   8.   153.  ]
State: [ 20.    18.91   8.   153.  ], Action: 1, Reward: -189.1, Next state: [ 30.   23.5   9.  153. ]
State: [ 30.   23.5   9.  153. ], Action: 1, Reward: -235.0, Next state: [ 40.    29.98  10.   153.  ]
State: [ 40.    29.98  10.   153.  ], Action: 2, Reward: -299.8, Next state: [ 50.    30.95  11.   153.  ]
State: [ 50.    30.95  11.   153.  ], Action: 2, Reward: -309.5, Next state: [ 60.    32.93  12.   153.  ]
State: [ 60.    32.93  12.   153.  ], Action: 1, Reward: -329.3, Next state: [ 70.  35.  13. 153.]
